"activity_id","student_id","date","type","note"
343887,3887,"2011-05-17T21:13:26-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Num igitur dubium est, quin, si in re ipsa nihil peccatur a superioribus, verbis illi commodius utantur? Negabat igitur ullam esse artem, quae ipsa a se proficisceretur; In parvis enim saepe, qui nihil eorum cogitant, si quando iis ludentes minamur praecipitaturos alicunde, extimescunt. Idem iste, inquam, de voluptate quid sentit? Nam cum Academicis incerta luctatio est, qui nihil affirmant et quasi desperata cognitione certi id sequi volunt, quodcumque veri simile videatur. Duo Reges: constructio interrete. Dolere malum est: in crucem qui agitur, beatus esse non potest. Haec bene dicuntur, nec ego repugno, sed inter sese ipsa pugnant. An eum locum libenter invisit, ubi Demosthenes et Aeschines inter se decertare soliti sunt? Quae enim dici Latine posse non arbitrabar, ea dicta sunt a te verbis aptis nec minus plane quam dicuntur a Graecis. </p>"
353887,3887,"2011-08-18T20:00:22-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Praeclare Laelius, et recte sofñw, illudque vere: O Publi, o gurges, Galloni! es homo miser, inquit. Idem etiam dolorem saepe perpetiuntur, ne, si id non faciant, incidant in maiorem. Quae rursus dum sibi evelli ex ordine nolunt, horridiores evadunt, asperiores, duriores et oratione et moribus. Duo Reges: constructio interrete. Atque ita re simpliciter primo collocata reliqua subtilius persequentes corporis bona facilem quandam rationem habere censebant; Octavio fuit, cum illam severitatem in eo filio adhibuit, quem in adoptionem D. Quamquam haec quidem praeposita recte et reiecta dicere licebit. Unum est sine dolore esse, alterum cum voluptate. </p>"
368716,8716,"2011-05-15T18:44:36-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Tum, Quintus et Pomponius cum idem se velle dixissent, Piso exorsus est. Itaque quantum adiit periculum! ad honestatem enim illum omnem conatum suum referebat, non ad voluptatem. Aliter homines, aliter philosophos loqui putas oportere? Scaevola tribunus plebis ferret ad plebem vellentne de ea re quaeri. Duo Reges: constructio interrete. Ergo in utroque exercebantur, eaque disciplina effecit tantam illorum utroque in genere dicendi copiam. Eaedem res maneant alio modo. </p>"
378716,8716,"2011-08-10T23:11:07-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quid, cum fictas fabulas, e quibus utilitas nulla elici potest, cum voluptate legimus? Dicet pro me ipsa virtus nec dubitabit isti vestro beato M. </p>"
388716,8716,"2010-11-26T22:17:00-08:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Illud urgueam, non intellegere eum quid sibi dicendum sit, cum dolorem summum malum esse dixerit. Post enim Chrysippum eum non sane est disputatum. Idem etiam dolorem saepe perpetiuntur, ne, si id non faciant, incidant in maiorem. Quodsi Graeci leguntur a Graecis isdem de rebus alia ratione compositis, quid est, cur nostri a nostris non legantur? Nam Pyrrho, Aristo, Erillus iam diu abiecti. Deque his rebus satis multa in nostris de re publica libris sunt dicta a Laelio. Utram tandem linguam nescio? Ecce aliud simile dissimile. Duo Reges: constructio interrete. </p>"
398716,8716,"2010-07-01T20:41:58-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Is enim percontando atque interrogando elicere solebat eorum opiniones, quibuscum disserebat, ut ad ea, quae ii respondissent, si quid videretur, diceret. Facit igitur Lucius noster prudenter, qui audire de summo bono potissimum velit; Itaque vides, quo modo loquantur, nova verba fingunt, deserunt usitata. Aliis esse maiora, illud dubium, ad id, quod summum bonum dicitis, ecquaenam possit fieri accessio. Tum ille timide vel potius verecunde: Facio, inquit. Vitiosum est enim in dividendo partem in genere numerare. Duo Reges: constructio interrete. </p>"
408716,8716,"2010-03-28T06:37:54-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Hac videlicet ratione, quod ea, quae externa sunt, iis tuemur officiis, quae oriuntur a suo cuiusque genere virtutis. Quem si tenueris, non modo meum Ciceronem, sed etiam me ipsum abducas licebit. Animadverti, ínquam, te isto modo paulo ante ponere, et scio ab Antiocho nostro dici sic solere; Sunt autem, qui dicant foedus esse quoddam sapientium, ut ne minus amicos quam se ipsos diligant. Duo Reges: constructio interrete. Atque hoc dabitis, ut opinor, si modo sit aliquid esse beatum, id oportere totum poni in potestate sapientis. Et hi quidem ita non sola virtute finem bonorum contineri putant, ut rebus tamen omnibus virtutem anteponant; Aut haec tibi, Torquate, sunt vituperanda aut patrocinium voluptatis repudiandum. An tu me de L. Is cum arderet podagrae doloribus visitassetque hominem Charmides Epicureus perfamiliaris et tristis exiret, Mane, quaeso, inquit, Charmide noster; Introduci enim virtus nullo modo potest, nisi omnia, quae leget quaeque reiciet, unam referentur ad summam. Nos autem non solum beatae vitae istam esse oblectationem videmus, sed etiam levamentum miseriarum. </p>"
4110407,10407,"2010-08-12T11:16:41-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam et a te perfici istam disputationem volo, nec tua mihi oratio longa videri potest. Apud ceteros autem philosophos, qui quaesivit aliquid, tacet; Duo Reges: constructio interrete. Oratio me istius philosophi non offendit; Quid de Platone aut de Democrito loquar? </p>"
4210407,10407,"2011-10-07T23:03:30-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Ex quo, id quod omnes expetunt, beate vivendi ratio inveniri et comparari potest. Quid ei reliquisti, nisi te, quoquo modo loqueretur, intellegere, quid diceret? Sensibus enim ornavit ad res percipiendas idoneis, ut nihil aut non multum adiumento ullo ad suam confirmationem indigerent; Hoc est non dividere, sed frangere. Nihil enim possumus iudicare, nisi quod est nostri iudicii-in quo frustra iudices solent, cum sententiam pronuntiant, addere: si quid mei iudicii est; Ego vero volo in virtute vim esse quam maximam; Duo Reges: constructio interrete. Morbo gravissimo affectus, exul, orbus, egens, torqueatur eculeo: quem hunc appellas, Zeno? </p>"
4310407,10407,"2010-07-03T04:06:11-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quid, cum volumus nomina eorum, qui quid gesserint, nota nobis esse, parentes, patriam, multa praeterea minime necessaria? Nam illud quidem adduci vix possum, ut ea, quae senserit ille, tibi non vera videantur. Itaque beatior Africanus cum patria illo modo loquens: Desine, Roma, tuos hostes reliquaque praeclare: Nam tibi moenimenta mei peperere labores. Hoc positum in Phaedro a Platone probavit Epicurus sensitque in omni disputatione id fieri oportere. Hos contra singulos dici est melius. At ille non pertimuit saneque fidenter: Istis quidem ipsis verbis, inquit; Dempta enim aeternitate nihilo beatior Iuppiter quam Epicurus; Duo Reges: constructio interrete. Qua exposita scire cupio quae causa sit, cur Zeno ab hac antiqua constitutione desciverit, quidnam horum ab eo non sit probatum; Illa argumenta propria videamus, cur omnia sint paria peccata. Ergo illi intellegunt quid Epicurus dicat, ego non intellego? </p>"
4410407,10407,"2010-09-19T22:04:49-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sit enim idem caecus, debilis. In primo enim ortu inest teneritas ac mollitia quaedam, ut nec res videre optimas nec agere possint. Cum sciret confestim esse moriendum eamque mortem ardentiore studio peteret, quam Epicurus voluptatem petendam putat. Illud mihi a te nimium festinanter dictum videtur, sapientis omnis esse semper beatos; </p>"
4510407,10407,"2011-09-23T08:11:07-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etenim nec iustitia nec amicitia esse omnino poterunt, nisi ipsae per se expetuntur. Atqui reperies, inquit, in hoc quidem pertinacem; Huius ego nunc auctoritatem sequens idem faciam. Egone non intellego, quid sit don Graece, Latine voluptas? Ita relinquet duas, de quibus etiam atque etiam consideret. Duo Reges: constructio interrete. Sed plane dicit quod intellegit. At quanta conantur! Mundum hunc omnem oppidum esse nostrum! Incendi igitur eos, qui audiunt, vides. Item de contrariis, a quibus ad genera formasque generum venerunt. Itaque vides, quo modo loquantur, nova verba fingunt, deserunt usitata. </p>"
468429,8429,"2010-07-06T20:33:03-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Cupiditates non Epicuri divisione finiebat, sed sua satietate. Duo Reges: constructio interrete. Sed quid attinet de rebus tam apertis plura requirere? Nam si +omnino nos+ neglegemus, in Aristonea vitia incidemus et peccata obliviscemurque quae virtuti ipsi principia dederimus; At vero illa, quae Peripatetici, quae Stoici dicunt, semper tibi in ore sunt in iudiciis, in senatu. Quid ei reliquisti, nisi te, quoquo modo loqueretur, intellegere, quid diceret? Maximeque eos videre possumus res gestas audire et legere velle, qui a spe gerendi absunt confecti senectute. Quid enim me prohiberet Epicureum esse, si probarem, quae ille diceret? Aberat omnis dolor, qui si adesset, nec molliter ferret et tamen medicis plus quam philosophis uteretur. </p>"
478429,8429,"2011-09-10T18:47:06-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Transfer idem ad modestiam vel temperantiam, quae est moderatio cupiditatum rationi oboediens. Quod vestri quidem vel optime disputant, nihil opus esse eum, qui philosophus futurus sit, scire litteras. Poterat autem inpune; Duo Reges: constructio interrete. Quae in controversiam veniunt, de iis, si placet, disseramus. Fatebuntur Stoici haec omnia dicta esse praeclare, neque eam causam Zenoni desciscendi fuisse. Neque enim disputari sine reprehensione nec cum iracundia aut pertinacia recte disputari potest. Nam illud vehementer repugnat, eundem beatum esse et multis malis oppressum. Ad eos igitur converte te, quaeso. Tu quidem reddes; Levatio igitur vitiorum magna fit in iis, qui habent ad virtutem progressionis aliquantum. Sit ista in Graecorum levitate perversitas, qui maledictis insectantur eos, a quibus de veritate dissentiunt. Nihil acciderat ei, quod nollet, nisi quod anulum, quo delectabatur, in mari abiecerat. Societatem coniunctionis humanae munifice et aeque tuens iustitia dicitur, cui sunt adiunctae pietas, bonitas, liberalitas, benignitas, comitas, quaeque sunt generis eiusdem. </p>"
488429,8429,"2011-05-30T14:49:42-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Praeclare hoc quidem. In eo autem voluptas omnium Latine loquentium more ponitur, cum percipitur ea, quae sensum aliquem moveat, iucunditas. Et quod est munus, quod opus sapientiae? Habent enim et bene longam et satis litigiosam disputationem. Eodem modo is enim tibi nemo dabit, quod, expetendum sit, id esse laudabile. Duo Reges: constructio interrete. Quid, cum fictas fabulas, e quibus utilitas nulla elici potest, cum voluptate legimus? Dolere malum est: in crucem qui agitur, beatus esse non potest. </p>"
498429,8429,"2011-06-02T14:25:01-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Animum autem reliquis rebus ita perfecit, ut corpus; Aufidio, praetorio, erudito homine, oculis capto, saepe audiebam, cum se lucis magis quam utilitatis desiderio moveri diceret. Mene ergo et Triarium dignos existimas, apud quos turpiter loquare? Nam constitui virtus nullo modo potesti nisi ea, quae sunt prima naturae, ut ad summam pertinentia tenebit. Ab hoc autem quaedam non melius quam veteres, quaedam omnino relicta. Mihi quidem Homerus huius modi quiddam vidisse videatur in iis, quae de Sirenum cantibus finxerit. Duo Reges: constructio interrete. Vitae autem degendae ratio maxime quidem illis placuit quieta. Sed ad haec, nisi molestum est, habeo quae velim. Is hoc melior, quam Pyrrho, quod aliquod genus appetendi dedit, deterior quam ceteri, quod penitus a natura recessit. Quod eo liquidius faciet, si perspexerit rerum inter eas verborumne sit controversia. </p>"
508429,8429,"2010-01-11T08:09:29-08:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Qui autem voluptate vitam effici beatam putabit, qui sibi is conveniet, si negabit voluptatem crescere longinquitate? Itaque beatior Africanus cum patria illo modo loquens: Desine, Roma, tuos hostes reliquaque praeclare: Nam tibi moenimenta mei peperere labores. Neminem videbis ita laudatum, ut artifex callidus comparandarum voluptatum diceretur. In eo enim positum est id, quod dicimus esse expetendum. Hoc dixerit potius Ennius: Nimium boni est, cui nihil est mali. Atque ut a corpore ordiar, videsne ut, si quae in membris prava aut debilitata aut inminuta sint, occultent homines? Duo Reges: constructio interrete. </p>"
518058,8058,"2011-09-01T21:48:51-07:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliter homines, aliter philosophos loqui putas oportere? Quicquid enim a sapientia proficiscitur, id continuo debet expletum esse omnibus suis partibus; Nam si +omnino nos+ neglegemus, in Aristonea vitia incidemus et peccata obliviscemurque quae virtuti ipsi principia dederimus; Nobis aliter videtur, recte secusne, postea; Nam quibus rebus efficiuntur voluptates, eae non sunt in potestate sapientis. Ne amores quidem sanctos a sapiente alienos esse arbitrantur. </p>"
528058,8058,"2011-07-12T03:22:38-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Cuius quidem, quoniam Stoicus fuit, sententia condemnata mihi videtur esse inanitas ista verborum. Satisne vobis videor pro meo iure in vestris auribus commentatus? Nunc haec primum fortasse audientis servire debemus. Duarum enim vitarum nobis erunt instituta capienda. Nam si amitti vita beata potest, beata esse non potest. Quae tamen a te agetur non melior, quam illae sunt, quas interdum optines. Fortitudinis quaedam praecepta sunt ac paene leges, quae effeminari virum vetant in dolore. Duo Reges: constructio interrete. </p>"
538058,8058,"2011-05-25T14:45:39-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Ille vero, si insipiens-quo certe, quoniam tyrannus -, numquam beatus; Quid autem habent admirationis, cum prope accesseris? Nos quidem Virtutes sic natae sumus, ut tibi serviremus, aliud negotii nihil habemus. Hi autem ponunt illi quidem prima naturae, sed ea seiungunt a finibus et a summa bonorum; Suam denique cuique naturam esse ad vivendum ducem. Duo Reges: constructio interrete. Nam illud vehementer repugnat, eundem beatum esse et multis malis oppressum. Polemoni et iam ante Aristoteli ea prima visa sunt, quae paulo ante dixi. Et summatim quidem haec erant de corpore animoque dicenda, quibus quasi informatum est quid hominis natura postulet. Commoda autem et incommoda in eo genere sunt, quae praeposita et reiecta diximus; Incommoda autem et commoda-ita enim estmata et dustmata appello-communia esse voluerunt, paria noluerunt. Tum Piso: Quoniam igitur aliquid omnes, quid Lucius noster? </p>"
